"word","word_type","topic","phonetic","meaning_en","image_url","audio_url"
"watercress","noun","Vegetables","ˈwɔtɝˌkɹɛs","a plant that grows in running water with pungent green leaves that are used in cooking","https://cdn.langeek.co/photo/50491/original/?type=jpeg","https://tts.langeek.co/read?text=d2F0ZXJjcmVzcw&hash=60f978417a0055dd7e1acad128f396b0adcbe4c4&lang=en&cache-only=0"
"parsnip","noun","Vegetables","pˈɑːɹsnɪp","the white root of a plant of the parsley family with a sweet taste that is used in cooking","https://cdn.langeek.co/photo/26828/original/?type=jpeg","https://tts.langeek.co/read?text=cGFyc25pcA&hash=05fceaecfc7585984242bf99d9d7caf231c28df7&lang=en&cache-only=0"
"shallot","noun","Vegetables","ʃˈælɑːt","a type of onion plant producing small clustered mild-flavored bulbs used as seasoning","https://cdn.langeek.co/photo/50487/original/?type=jpeg","https://tts.langeek.co/read?text=c2hhbGxvdA&hash=179e107997104715db3c21336aef2333d53c85e0&lang=en&cache-only=0"
"chives","noun","Vegetables","ˈtʃaɪvz","the slender leaves of a plant closely related to the onion, with purple flowers, that is used as a culinary herb","https://cdn.langeek.co/photo/31409/original/?type=jpeg","https://tts.langeek.co/read?text=Y2hpdmVz&hash=4c4eec60b647597ad102ba8a4a51d397f4f89c47&lang=en&cache-only=0"
"cilantro","noun","Vegetables","sɪˈɫænˌtɹoʊ","a leafy herb that has a strong and slightly sour taste","https://cdn.langeek.co/photo/27273/original/?type=jpeg","https://tts.langeek.co/read?text=Y2lsYW50cm8&hash=03e52969db12c2403206d4a4079b3b1ac4a75bd6&lang=en&cache-only=0"
"daikon","noun","Vegetables","ˈdaɪˌkɔn","a mild radish with a white slender root that is used in Asian cuisine","https://cdn.langeek.co/photo/26690/original/?type=jpeg","https://tts.langeek.co/read?text=ZGFpa29u&hash=7201f3e0b153bcce6ef134df66e4e594be856d07&lang=en&cache-only=0"
"cherry tomato","noun","Vegetables","tʃˈɛɹi təmˈeɪɾoʊ","a small-sized variety of tomato known for its sweet flavor and small, round shapees","https://cdn.langeek.co/photo/35003/original/?type=jpeg","https://tts.langeek.co/read?text=Y2hlcnJ5IHRvbWF0bw&hash=45b00e53642884af15bb4329b07c7ac5661056e7&lang=en&cache-only=0"
"beet","noun","Vegetables","ˈbit","a vegetable with a round dark red root that is used in cooking or producing sugar","https://cdn.langeek.co/photo/50481/original/?type=jpeg","https://tts.langeek.co/read?text=YmVldA&hash=d127697cd82be8705d5bf082cfc1706e636d37d2&lang=en&cache-only=0"
"chard","noun","Vegetables","ˈtʃɑɹd","a vegetable with white or red leaf stalks and large green leaves, used in cooking","https://cdn.langeek.co/photo/26684/original/?type=jpeg","https://tts.langeek.co/read?text=Y2hhcmQ&hash=105571840e17a42063bce9bbb8ea19b7afc46e50&lang=en&cache-only=0"
"doctor","noun","Jobs","ˈdɑːktɚ","someone who has studied medicine and treats sick or injured people","https://cdn.langeek.co/photo/50501/original/doctor?type=jpeg","https://tts.langeek.co/read?text=ZG9jdG9y&hash=ca73dffd3b050170c1d206340314db5c1ca41ee5&lang=en&cache-only=0"
"teacher","noun","Jobs","ˈtiːtʃɚ","someone who teaches things to people, particularly in a school","https://cdn.langeek.co/photo/50529/original/teacher?type=jpeg","https://tts.langeek.co/read?text=dGVhY2hlcg&hash=9f38a1da2c33a3a904e51306193a0a96051a3037&lang=en&cache-only=0"
"engineer","noun","Jobs","ˌɛnʤɪˈnɪr","a person who designs, fixes, or builds roads, machines, bridges, etc.","https://cdn.langeek.co/photo/50527/original/engineer?type=jpeg","https://tts.langeek.co/read?text=ZW5naW5lZXI&hash=a9b69867097df371c962250a506cf5cba18f2a1f&lang=en&cache-only=0"
"nurse","noun","Jobs","nɝːs","someone who has been trained to care for injured or sick people, particularly in a hospital","https://cdn.langeek.co/photo/48571/original/nurse?type=jpeg","https://tts.langeek.co/read?text=bnVyc2U&hash=5749553055d3ea36337ab6fb54c9d6deca56f5d8&lang=en&cache-only=0"
"chef","noun","Jobs","ˈʃɛf","a highly trained cook who often cooks for hotels or restaurants","https://cdn.langeek.co/photo/62345/original/chef?type=jpeg","https://tts.langeek.co/read?text=Y2hlZg&hash=11d6c3635cecc0c971dcf98383bb25c3d676c15a&lang=en&cache-only=0"
"artist","noun","Jobs","ˈɑːrtɪst","someone who creates drawings, sculptures, paintings, etc. either as their job or hobby","https://cdn.langeek.co/photo/47406/original/master?type=jpeg","https://tts.langeek.co/read?text=YXJ0aXN0&hash=7a27ac12c33b77a508175e6287243d4332431b62&lang=en&cache-only=0"
"lawyer","noun","Jobs","ˈɫɔɪɝ/, /ˈɫɔjɝ","a person who practices or studies law, advises people about the law or represents them in court","https://cdn.langeek.co/photo/50575/original/lawyer?type=jpeg","https://tts.langeek.co/read?text=bGF3eWVy&hash=a5e0f9a43d7e91c78c33dddbc3503ce6fc8d226b&lang=en&cache-only=0"
"dentist","noun","Jobs","ˈdɛntɪst","someone who is licensed to fix and care for our teeth","https://cdn.langeek.co/photo/50571/original/dentist?type=jpeg","https://tts.langeek.co/read?text=ZGVudGlzdA&hash=ca79d13ffe89c188c42c6b779cc2ba2e5ab0e7a6&lang=en&cache-only=0"
"firefighter","noun","Jobs","ˈfaɪɚˌfaɪtɚ","someone whose job is to put out fires and save people or animals from dangerous situations","https://cdn.langeek.co/photo/50503/original/firefighter?type=jpeg","https://tts.langeek.co/read?text=ZmlyZWZpZ2h0ZXI&hash=31ca4a0e1216bff5c304b65a13c3e243dfa0f5e7&lang=en&cache-only=0"
"pilot","noun","Jobs","ˈpaɪlət","someone whose job is to operate an aircraft","https://cdn.langeek.co/photo/50591/original/pilot?type=jpeg","https://tts.langeek.co/read?text=cGlsb3Q&hash=a9919107ec75ce3f5ca86b2391b11f76315c3cbb&lang=en&cache-only=0"
"pharmacist","noun","Jobs","ˈfɑrməsɪst","a healthcare professional whose job is to prepare and sell medications, and works in various places","https://cdn.langeek.co/photo/50589/original/pharmacist?type=jpeg","https://tts.langeek.co/read?text=cGhhcm1hY2lzdA&hash=d21925d6f3df54408e66f5cb8057217097755128&lang=en&cache-only=0"
"mechanic","noun","Jobs","məˈkænɪk/, /mɪˈkænɪk","a person whose job is repairing and maintaining motor vehicles and machinery","https://cdn.langeek.co/photo/50753/original/mechanic?type=jpeg","https://tts.langeek.co/read?text=bWVjaGFuaWM&hash=bd77403c3814580471aa6ee26d2be63561619ac3&lang=en&cache-only=0"
"plumber","noun","Jobs","ˈpɫəmɝ","someone who installs and repairs pipes, toilets, etc.","https://cdn.langeek.co/photo/21064/original/?type=jpeg","https://tts.langeek.co/read?text=cGx1bWJlcg&hash=4f14c1f3cfa0b5a3dd9caf89857ea0856681254f&lang=en&cache-only=0"
"carpenter","noun","Jobs","ˈkɑɹpəntɝ","someone who works with wooden objects as a job","https://cdn.langeek.co/photo/20960/original/?type=jpeg","https://tts.langeek.co/read?text=Y2FycGVudGVy&hash=895fc9144667c22bf7ebbd2300cebbae9386bec3&lang=en&cache-only=0"
"architect","noun","Jobs","ˈɑɹkəˌtɛkt","a person whose job is designing buildings and typically supervising their construction","https://cdn.langeek.co/photo/50493/original/architect?type=jpeg","https://tts.langeek.co/read?text=YXJjaGl0ZWN0&hash=f2ac57be572d4a9276121a729cb9e6d546226196&lang=en&cache-only=0"
"scientist","noun","Jobs","ˈsaɪəntɪst","someone whose job or education is about science","https://cdn.langeek.co/photo/46730/original/scientist?type=jpeg","https://tts.langeek.co/read?text=c2NpZW50aXN0&hash=3b6e253492e1bc4b136b5b727cfaf6aec96a7746&lang=en&cache-only=0"
"psychologist","noun","Jobs","saɪˈkɑɫədʒəst","a professional who studies behavior and mental processes to understand and treat psychological disorders and improve overall mental health","https://cdn.langeek.co/photo/50579/original/?type=jpeg","https://tts.langeek.co/read?text=cHN5Y2hvbG9naXN0&hash=ac38b1c3bd1ce9bd55c21f3ae27ff52d9a22a265&lang=en&cache-only=0"
"journalist","noun","Jobs","ˈdʒɝnəlɪst","someone who prepares news to be broadcast or writes for newspapers, magazines, or news websites","https://cdn.langeek.co/photo/50573/original/reporter?type=jpeg","https://tts.langeek.co/read?text=am91cm5hbGlzdA&hash=771d52ada8c055a7782451a6b88616d6a687a00e&lang=en&cache-only=0"
"musician","noun","Jobs","mjuːˈzɪʃən","someone who plays a musical instrument or writes music, especially as a profession","https://cdn.langeek.co/photo/50617/original/musician?type=jpeg","https://tts.langeek.co/read?text=bXVzaWNpYW4&hash=c88f3fdfa3b057a881d43e1f0d5f64d748080b73&lang=en&cache-only=0"
"actor","noun","Jobs","ˈæktɚ","someone whose job involves performing in movies, plays, or series","https://cdn.langeek.co/photo/60732/original/actor?type=jpeg","https://tts.langeek.co/read?text=YWN0b3I&hash=ff51d3cf52dbdb212c09682c85250cde406d0147&lang=en&cache-only=0"
"farmer","noun","Jobs","ˈfɑɹmɝ","someone who has a farm or manages a farm","https://cdn.langeek.co/photo/50613/original/farmer?type=jpeg","https://tts.langeek.co/read?text=ZmFybWVy&hash=346e81d9e04f9535cd9e8650b2ec9d9d3ca98c10&lang=en&cache-only=0"
"designer","noun","Jobs","dɪˈzaɪnɚ","someone whose job is to plan and draw how something will look or work before it is made, such as furniture, tools, etc.","https://cdn.langeek.co/photo/50499/original/designer?type=jpeg","https://tts.langeek.co/read?text=ZGVzaWduZXI&hash=81e9361de7f09776cd144f9a3085ccbed69602b6&lang=en&cache-only=0"
"photographer","noun","Jobs","fəˈtɑːɡrəfɚ","someone whose hobby or job is taking photographs","https://cdn.langeek.co/photo/47436/original/photographer?type=jpeg","https://tts.langeek.co/read?text=cGhvdG9ncmFwaGVy&hash=66af12509ae5e2b32b43edb082dc5fd5b8bed86e&lang=en&cache-only=0"
"salesperson","noun","Jobs","ˈseɪɫzˌpɝsən","a person whose job is selling goods","https://cdn.langeek.co/photo/50629/original/salesman?type=jpeg","https://tts.langeek.co/read?text=c2FsZXNwZXJzb24&hash=46b1ae0f1635bbad24f6c0d1ecb102cd5d1bacd3&lang=en&cache-only=0"
"hairdresser","noun","Jobs","ˈhɛrˌdrɛsɚ","someone ‌whose job is to cut, wash and style hair","https://cdn.langeek.co/photo/50505/original/hairdresser?type=jpeg","https://tts.langeek.co/read?text=aGFpcmRyZXNzZXI&hash=15c858c26218c8e97d6ee618fa274f2cb9ace3a9&lang=en&cache-only=0"
"veterinarian","noun","Jobs","ˌvɛtərəˈnɛriən","a doctor who is trained to treat animals","https://cdn.langeek.co/photo/50667/original/vet?type=jpeg","https://tts.langeek.co/read?text=dmV0ZXJpbmFyaWFu&hash=f2c6f806fdc6d83e0e14386a63b319a56c815a00&lang=en&cache-only=0"
"gardener","noun","Jobs","ˈɡɑrdənɚ","a person whose job is to take care of plants in a garden","https://cdn.langeek.co/photo/50615/original/gardener?type=jpeg","https://tts.langeek.co/read?text=Z2FyZGVuZXI&hash=48206fe3a30ad942d29c5ae0fd15f8b3643bfc64&lang=en&cache-only=0"
"banker","noun","Jobs","ˈbæŋkɝ","a person who possesses or has a high rank in a bank or any other financial institution","https://cdn.langeek.co/photo/50663/original/?type=jpeg","https://tts.langeek.co/read?text=YmFua2Vy&hash=7a68e352547087d65033efd510a3ca836678803e&lang=en&cache-only=0"
"translator","noun","Jobs","ˈtrænsˌleɪtɚ","someone whose job is to change written or spoken words from one language to another","https://cdn.langeek.co/photo/50665/original/translator?type=jpeg","https://tts.langeek.co/read?text=dHJhbnNsYXRvcg&hash=9ebb14c1081c5da187f99e2ce232a2708ad7b844&lang=en&cache-only=0"
"librarian","noun","Jobs","ɫaɪˈbɹɛˌɹiən","someone who is in charge of a library or works in it","https://cdn.langeek.co/photo/21062/original/?type=jpeg","https://tts.langeek.co/read?text=bGlicmFyaWFu&hash=33b3c94f9c7ce84ef0fb3dd09b5ea393c067d908&lang=en&cache-only=0"
"receptionist","noun","Jobs","rɪˈsɛpʃənɪst","a person who greets and deals with people arriving at or calling a hotel, office building, doctor's office, etc.","https://cdn.langeek.co/photo/50621/original/receptionist?type=jpeg","https://tts.langeek.co/read?text=cmVjZXB0aW9uaXN0&hash=c45778d9e115b3ce8d9986d086ba6c0ff2f35f3c&lang=en&cache-only=0"
"biologist","noun","Jobs","baɪˈɑɫədʒɪst","(biology) a person who studies the science that deals with living organisms","https://cdn.langeek.co/photo/50495/original/biology?type=jpeg","https://tts.langeek.co/read?text=YmlvbG9naXN0&hash=81ff90c289d89dfb55ff7b723f02d44ab1efec45&lang=en&cache-only=0"
"optometrist","noun","Jobs","ɑpˈtɑmətrɪst","a professional whose job is examining people's eyes and telling them what type of glasses they should wear","https://cdn.langeek.co/photo/50619/original/?type=jpeg","https://tts.langeek.co/read?text=b3B0b21ldHJpc3Q&hash=cb0b5cccd8dcc1f4514a22c821c07274ac671023&lang=en&cache-only=0"
"economist","noun","Jobs","iˈkɑnəmɪst/, /ɪˈkɑnəmɪst","a professional who studies and analyzes economic theories, trends, and data to provide insights into economic issues","https://cdn.langeek.co/photo/50627/original/?type=jpeg","https://tts.langeek.co/read?text=ZWNvbm9taXN0&hash=c6a08dec0a7fe899964b5f41924a248fe7946c6a&lang=en&cache-only=0"
"electrician","noun","Jobs","ɪɫɛkˈtɹɪʃən","someone who deals with electrical equipment, such as repairing or installing them","https://cdn.langeek.co/photo/20974/original/?type=jpeg","https://tts.langeek.co/read?text=ZWxlY3RyaWNpYW4&hash=e20b8ab61201f5b5799c2fda1e8685b1184c9f83&lang=en&cache-only=0"
"welder","noun","Jobs","ˈwɛɫdɝ","a person who joins pieces of metal by welding them together","https://cdn.langeek.co/photo/33631/original/?type=jpeg","https://tts.langeek.co/read?text=d2VsZGVy&hash=e0f7827be8ce3f9daf3fba0829bf4d97d84a5282&lang=en&cache-only=0"
"barista","noun","Jobs","bɑˈɹistə","someone who specializes in making and serving coffee-based beverages in cafes, coffee shops, and restaurants","https://cdn.langeek.co/photo/50603/original/?type=jpeg","https://tts.langeek.co/read?text=YmFyaXN0YQ&hash=99ef4e1767f686201ca80abc9e6eec68a403b091&lang=en&cache-only=0"
"miner","noun","Jobs","ˈmaɪnɝ","a person who works in a mine, extracting minerals, coal, or other valuable materials from the earth","https://cdn.langeek.co/photo/50577/original/?type=jpeg","https://tts.langeek.co/read?text=bWluZXI&hash=3589b74745c074223638c4785495030172b72fc1&lang=en&cache-only=0"
"lifeguard","noun","Jobs","ˈlaɪfˌɡɑrd","someone who is employed at a beach or swimming pool to keep watch and save swimmers from drowning","https://cdn.langeek.co/photo/50507/original/?type=jpeg","https://tts.langeek.co/read?text=bGlmZWd1YXJk&hash=9698e31e19c0eb6497b589ec3dce2591027b552f&lang=en&cache-only=0"
"server","noun","Jobs","ˈsɝːvɚ","someone whose job is to serve meals to customers in a restaurant","https://cdn.langeek.co/photo/50597/original/?type=jpeg","https://tts.langeek.co/read?text=c2VydmVy&hash=564a2d8757587d5ea04f9c0f420571983e84c153&lang=en&cache-only=0"
"accountant","noun","Jobs","əˈkaʊntənt","someone whose job is to keep or check financial accounts","https://cdn.langeek.co/photo/50607/original/accountant?type=jpeg","https://tts.langeek.co/read?text=YWNjb3VudGFudA&hash=7ab751a23659e66924f630a2d8b4e7d99581a3b2&lang=en&cache-only=0"
"police officer","noun","Jobs","pəˈliːs ˈɑːfɪsɚ","someone whose job is to protect people, catch criminals, and make sure that laws are obeyed","https://cdn.langeek.co/photo/50625/original/policeman?type=jpeg","https://tts.langeek.co/read?text=cG9saWNlIG9mZmljZXI&hash=6bc68c4e2e7af9b4e2eb15c241739604288d563d&lang=en&cache-only=0"
"coach","noun","Jobs","koʊʧ","someone who trains a person or team in sport","https://cdn.langeek.co/photo/50497/original/coach?type=jpeg","https://tts.langeek.co/read?text=Y29hY2g&hash=71da5b56493069820666ba81a44b4a4a546a2d70&lang=en&cache-only=0"
"chemist","noun","Jobs","ˈkɛmɪst","a scientist who studies chemistry","https://cdn.langeek.co/photo/50605/original/chemist?type=jpeg","https://tts.langeek.co/read?text=Y2hlbWlzdA&hash=2bb30e50ee10f6b5a4d29032a4f0b3029c49bd5f&lang=en&cache-only=0"
"bartender","noun","Jobs","ˈbɑrˌˈtendər","a person who serves drinks behind a bar, typically in a bar, restaurant, or other establishment","https://cdn.langeek.co/photo/50601/original/?type=jpeg","https://tts.langeek.co/read?text=YmFydGVuZGVy&hash=8cb13f946b4134f5d96d228783d028f29914ca81&lang=en&cache-only=0"
"astronaut","noun","Jobs","ˈæstrəˌnat","someone who is trained to travel and work in space","https://cdn.langeek.co/photo/50639/original/astronaut?type=jpeg","https://tts.langeek.co/read?text=YXN0cm9uYXV0&hash=cb6e2e56ac1b1892573511bb1585584aaaeb2884&lang=en&cache-only=0"
"researcher","noun","Jobs","ˈriˌsɝʧɚ","someone who studies a subject carefully and carries out academic or scientific research","https://cdn.langeek.co/photo/50623/original/?type=jpeg","https://tts.langeek.co/read?text=cmVzZWFyY2hlcg&hash=62a6d14243e8ad0b679b8e2035259900f083b1f7&lang=en&cache-only=0"
"writer","noun","Jobs","ˈraɪtɚ","someone whose job involves writing articles, books, stories, etc.","https://cdn.langeek.co/photo/39197/original/writer?type=jpeg","https://tts.langeek.co/read?text=d3JpdGVy&hash=6482a2bfbd4cbd6b1327c6e7779f824265ff7acc&lang=en&cache-only=0"
"singer","noun","Jobs","ˈsɪŋɚ","someone whose job is to use their voice for creating music","https://cdn.langeek.co/photo/50595/original/singer?type=jpeg","https://tts.langeek.co/read?text=c2luZ2Vy&hash=3d931eae2e8d87f1b1b6b9aadd4fdd74181d869d&lang=en&cache-only=0"
"poet","noun","Jobs","ˈpoʊɪt","a person who writes pieces of poetry","https://cdn.langeek.co/photo/44996/original/poet?type=jpeg","https://tts.langeek.co/read?text=cG9ldA&hash=1317278901ec231da25d57fb20b7f0af943f73b1&lang=en&cache-only=0"
"director","noun","Jobs","dɪˈrɛktɚ/ , /daɪˈrɛktɚ","a person in charge of a movie or play who gives instructions to the actors and staff","https://cdn.langeek.co/photo/50581/original/director?type=jpeg","https://tts.langeek.co/read?text=ZGlyZWN0b3I&hash=3d3b5f3202d469e62536763408353874e4581834&lang=en&cache-only=0"
"judge","noun","Jobs","ʤʌdʒ","the official in charge of a court who decides on legal matters","https://cdn.langeek.co/photo/50583/original/judge?type=jpeg","https://tts.langeek.co/read?text=anVkZ2U&hash=b96525476c8b191c4dbbc62d62e517bc1d8c049c&lang=en&cache-only=0"
"manager","noun","Jobs","ˈmænɪdʒɚ","someone who is in charge of running a business or managing part or all of a company or organization","https://cdn.langeek.co/photo/50585/original/manager?type=jpeg","https://tts.langeek.co/read?text=bWFuYWdlcg&hash=1ce1689d08bfd478bea56fb0af639ec593170446&lang=en&cache-only=0"
